,SMILES,NFAs name ,HOMO,LUMO,Eg,Jsc,Voc,FF,PCE,reference
33,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-4Cl,-5.68,-4.12,1.4,25.4,0.867,0.75,16.5,"Y. Cui, H. Yao, J. Zhang, T. Zhang, Y. Wang, L. Hong, K. Xian, B. Xu, S. Zhang, J. Peng, Z. Wei, F. Gao, J. Hou, Over 16% efficiency organic photovoltaic cells enabled by a chlorinated acceptor with increased open-circuit voltages, Nat. Commun. 10 (2019) 2515. https://doi.org/10.1038/s41467-019-10351-5."
34,CCCCCCCCCCC(CCCCCCCC)CN1C2=C(SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3CCCCCCCCC)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C(CCCCCCCCC)=C(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)N1CC(CCCCCCCC)CCCCCCCCCC,BTP-4F–C9-20,-5.7,-3.9,,16.5,0.86,0.742,16.5,"S. Cheng, L. Wang, C. Guo, D. Li, J. Cai, W. Miao, B. Du, P. Wang, D. Liu, T. Wang, Reduced miscibility between highly compatible non-fullerene acceptor and donor enables efficient ternary organic solar cells, Polymer. 236 (2021) 124322. https://doi.org/10.1016/j.polymer.2021.124322."
35,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(Br)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC.F,Y-BO-FBr,-5.73,-4.03,1.32,25.83,0.85,0.7502,16.47,"L. Wang, Q. An, L. Yan, H.-R. Bai, M. Jiang, A. Mahmood, C. Yang, H. Zhi, J.-L. Wang, Non-fullerene acceptors with hetero-dihalogenated terminals induce significant difference in single crystallography and enable binary organic solar cells with 17.5% efficiency, Energy Environ. Sci. 15 (2022) 320–333. https://doi.org/10.1039/D1EE01832A."
36,CCCCCCCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCC)CCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCC)CCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,BTP1O-4Cl-C10,-5.81,-3.9,1.41,23.42,0.9,0.776,16.4,"Y. Chen, R. Ma, T. Liu, Y. Xiao, H.K. Kim, J. Zhang, C. Ma, H. Sun, F. Bai, X. Guo, K.S. Wong, X. Lu, H. Yan, Side-Chain Engineering on Y-Series Acceptors with Chlorinated End Groups Enables High-Performance Organic Solar Cells, Adv. Energy Mater. 11 (2021) 2003777. https://doi.org/10.1002/aenm.202003777."
37,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,Y7-BO,-5.7,-4.1,,26.7,0.84,0.731,16.4,"S. Cheng, L. Wang, C. Guo, D. Li, J. Cai, W. Miao, B. Du, P. Wang, D. Liu, T. Wang, Reduced miscibility between highly compatible non-fullerene acceptor and donor enables efficient ternary organic solar cells, Polymer. 236 (2021) 124322. https://doi.org/10.1016/j.polymer.2021.124322."
38,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-4F,-5.85,-3.82,1.33,25.19,0.841,0.773,16.37,"Z. Luo, R. Ma, T. Liu, J. Yu, Y. Xiao, R. Sun, G. Xie, J. Yuan, Y. Chen, K. Chen, G. Chai, H. Sun, J. Min, J. Zhang, Y. Zou, C. Yang, X. Lu, F. Gao, H. Yan, Fine-Tuning Energy Levels via Asymmetric End Groups Enables Polymer Solar Cells with Efficiencies over 17%, Joule. 4 (2020) 1236–1247. https://doi.org/10.1016/j.joule.2020.03.023."
39,CCCCCCCCCCCC1=C(C=C2C(=O)C3=C(C2=O)C(Cl)=C(Cl)C(Cl)=C3Cl)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-S2,-5.65,-4.1,,24.07,0.945,0.7202,16.37,"S. Li, L. Zhan, Y. Jin, G. Zhou, T.-K. Lau, R. Qin, M. Shi, C.-Z. Li, H. Zhu, X. Lu, F. Zhang, H. Chen, Asymmetric Electron Acceptors for High-Efficiency and Low-Energy-Loss Organic Photovoltaics, Adv. Mater. 32 (2020) 2001160. https://doi.org/10.1002/adma.202001160."
40,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCCC)CCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-4Cl-C12,-5.81,-3.95,1.35,25.73,0.85,0.746,16.3,"Y. Chen, R. Ma, T. Liu, Y. Xiao, H.K. Kim, J. Zhang, C. Ma, H. Sun, F. Bai, X. Guo, K.S. Wong, X. Lu, H. Yan, Side-Chain Engineering on Y-Series Acceptors with Chlorinated End Groups Enables High-Performance Organic Solar Cells, Adv. Energy Mater. 11 (2021) 2003777. https://doi.org/10.1002/aenm.202003777."
41,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-4Cl-8,,,,25.2,0.872,0.743,16.3,"Y. Cui, H. Yao, L. Hong, T. Zhang, Y. Tang, B. Lin, K. Xian, B. Gao, C. An, P. Bi, W. Ma, J. Hou, Organic photovoltaic cell with 17% efficiency and superior processability, Natl. Sci. Rev. 7 (2020) 1239–1246. https://doi.org/10.1093/nsr/nwz200."
42,CCCCCCCCCCC(CCCCCCCC)CC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC(CCCCCCCC)CCCCCCCCCC,L8-OD,-5.71,-3.91,,24.57,0.89,0.746,16.26,"C. Li, J. Zhou, J. Song, J. Xu, H. Zhang, X. Zhang, J. Guo, L. Zhu, D. Wei, G. Han, J. Min, Y. Zhang, Z. Xie, Y. Yi, H. Yan, F. Gao, F. Liu, Y. Sun, Non-fullerene acceptors with branched side chains and improved molecular packing to exceed 18% efficiency in organic solar cells, Nat. Energy. 6 (2021) 605–613. https://doi.org/10.1038/s41560-021-00820-x."
43,CCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NN(CCCC)N=C1C1=C2N(CC(CC)CCC)C2=C1SC1=C2SC(/C=C2/C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCC,BTA-C6,-5.65,-3.97,,25.2,0.851,0.7568,16.23,"H. Chen, X. Xia, J. Yuan, Q. Wei, W. Liu, Z. Li, C. Zhu, X. Wang, H. Guan, X. Lu, Y. Li, Y. Zou, Compatibility between Solubility and Enhanced Crystallinity of Benzotriazole-Based Small Molecular Acceptors with Less Bulky Alkyl Chains for Organic Solar Cells, ACS Appl. Mater. Interfaces. 13 (2021) 36053–36061. https://doi.org/10.1021/acsami.1c07254."
44,CCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NN(C)N=C1C1=C2N(CC(CC)CCC)C2=C1SC1=C2SC(/C=C2/C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCC,BTA-C1,-5.64,-3.99,,24.75,0.844,0.7762,16.21,"H. Chen, X. Xia, J. Yuan, Q. Wei, W. Liu, Z. Li, C. Zhu, X. Wang, H. Guan, X. Lu, Y. Li, Y. Zou, Compatibility between Solubility and Enhanced Crystallinity of Benzotriazole-Based Small Molecular Acceptors with Less Bulky Alkyl Chains for Organic Solar Cells, ACS Appl. Mater. Interfaces. 13 (2021) 36053–36061. https://doi.org/10.1021/acsami.1c07254."
45,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,Y6-BO,-5.68,-4.38,,26.6,0.81,0.755,16.2,"T. Jiang, G. Zhang, R. Xia, J. Huang, X. Li, M. Wang, H.-L. Yip, Y. Cao, Semitransparent organic solar cells based on all-low-bandgap donor and acceptor materials and their performance potential, Mater. Today Energy. 21 (2021) 100807. https://doi.org/10.1016/j.mtener.2021.100807."
46,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,BTP-F,-5.55,-3.86,,24.05,0.9,0.75,16.2,"Y. Li, Y. Cai, Y. Xie, J. Song, H. Wu, Z. Tang, J. Zhang, F. Huang, Y. Sun, A facile strategy for third-component selection in non-fullerene acceptor-based ternary organic solar cells, Energy Environ. Sci. 14 (2021) 5009–5016. https://doi.org/10.1039/D1EE01864G."
47,CCCCCCCCCCCOCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1C,Y6-1O,-5.71,-3.84,1.43,23.6,0.89,0.783,16.1,"Y. Chen, F. Bai, Z. Peng, L. Zhu, J. Zhang, X. Zou, Y. Qin, H.K. Kim, J. Yuan, L.-K. Ma, J. Zhang, H. Yu, P.C.Y. Chow, F. Huang, Y. Zou, H. Ade, F. Liu, H. Yan, Asymmetric Alkoxy and Alkyl Substitution on Nonfullerene Acceptors Enabling High-Performance Organic Solar Cells, Adv. Energy Mater. 11 (2021) 2003141. https://doi.org/10.1002/aenm.202003141."
48,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,Y6-4CL,-5.65,-4,1.35,25.849,0.839,0.741,16.061,"H. Yu, R. Ma, Y. Xiao, J. Zhang, T. Liu, Z. Luo, Y. Chen, F. Bai, X. Lu, H. Yan, H. Lin, Improved organic solar cell efficiency based on the regulation of an alkyl chain on chlorinated non-fullerene acceptors, Mater. Chem. Front. 4 (2020) 2428–2434. https://doi.org/10.1039/D0QM00151A."
49,CCCCCCC1=C(C2=C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)SC3=C2SC2=C3N(CC(CC)CCCC)C3=C2C2=NSN=C2C2=C3N(CC(CC)CCCC)C3=C2SC2=C3SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2C2=C(CCCCCC)C=CC=C2)C=CC=C1,o-BTP-PhC6,-5.53,-3.76,1.39,22.8,0.923,0.762,16,"G. Chai, Y. Chang, J. Zhang, X. Xu, L. Yu, X. Zou, X. Li, Y. Chen, S. Luo, B. Liu, F. Bai, Z. Luo, H. Yu, J. Liang, T. Liu, K.S. Wong, H. Zhou, Q. Peng, H. Yan, Fine-tuning of side-chain orientations on nonfullerene acceptors enables organic solar cells with 17.7% efficiency, Energy Environ. Sci. 14 (2021) 3469–3479. https://doi.org/10.1039/D0EE03506H."
50,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BT-BO-L4F,-5.58,-3.98,1.32,27.8,0.83,0.695,16,"G. Li, X. Zhang, L.O. Jones, J.M. Alzola, S. Mukherjee, L. Feng, W. Zhu, C.L. Stern, W. Huang, J. Yu, V.K. Sangwan, D.M. DeLongchamp, K.L. Kohlstedt, M.R. Wasielewski, M.C. Hersam, G.C. Schatz, A. Facchetti, T.J. Marks, Systematic Merging of Nonfullerene Acceptor π-Extension and Tetrafluorination Strategies Affords Polymer Solar Cells with >16% Efficiency, J. Am. Chem. Soc. 143 (2021) 6123–6139. https://doi.org/10.1021/jacs.1c00211."
51,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CCC(CC)CCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,N3,,,,25.81,0.837,0.739,15.98,"K. Jiang, Q. Wei, J.Y.L. Lai, Z. Peng, H.K. Kim, J. Yuan, L. Ye, H. Ade, Y. Zou, H. Yan, Alkyl Chain Tuning of Small Molecule Acceptors for Efficient Organic Solar Cells, Joule. 3 (2019) 3020–3033. https://doi.org/10.1016/j.joule.2019.09.010."
52,CCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)[Se]C2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NN(CC(CC)CCCC)N=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2[Se]C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC1=CC=C2C=C3C=CC(C)=CC3=CC2=C1,EHBzS-4F,-5.61,-3.86,,27.58,0.825,0.7007,15.94,"F. Qi, K. Jiang, F. Lin, Z. Wu, H. Zhang, W. Gao, Y. Li, Z. Cai, H.Y. Woo, Z. Zhu, A.K.-Y. Jen, Over 17% Efficiency Binary Organic Solar Cells with Photoresponses Reaching 1000 nm Enabled by Selenophene-Fused Nonfullerene Acceptors, ACS Energy Lett. 6 (2021) 9–15. https://doi.org/10.1021/acsenergylett.0c02230."
53,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,BTP-C9-IC4F,-5.66,-4.03,1.33,25.7,0.82,0.757,15.9,"Y. Shi, J. Pan, J. Yu, J. Zhang, F. Gao, K. Lu, Z. Wei, Optimizing the Charge Carrier and Light Management of Nonfullerene Acceptors for Efficient Organic Solar Cells with Small Nonradiative Energy Losses, Sol. RRL. 5 (2021) 2100008. https://doi.org/10.1002/solr.202100008."
54,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CC)CCCC)C7=C(C(SC8=C9SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)C#N)=O)=C8CCCCCCCCCCC)=C9N7CC(CC)CCCC)C%12=NSN=C6%12,Y6,-5.65,-4.1,1.33,25.3,0.83,0.748,15.7,"K. Jiang, Q. Wei, J.Y.L. Lai, Z. Peng, H.K. Kim, J. Yuan, L. Ye, H. Ade, Y. Zou, H. Yan, Alkyl Chain Tuning of Small Molecule Acceptors for Efficient Organic Solar Cells, Joule. 3 (2019) 3020–3033. https://doi.org/10.1016/j.joule.2019.09.010."
55,CCCCCCCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CCCC)CCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,BTP2O-4Cl-C12,-5.85,-3.79,1.52,21.14,0.96,0.772,15.6,"Y. Chen, R. Ma, T. Liu, Y. Xiao, H.K. Kim, J. Zhang, C. Ma, H. Sun, F. Bai, X. Guo, K.S. Wong, X. Lu, H. Yan, Side-Chain Engineering on Y-Series Acceptors with Chlorinated End Groups Enables High-Performance Organic Solar Cells, Adv. Energy Mater. 11 (2021) 2003777. https://doi.org/10.1002/aenm.202003777."
56,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCCCC)CCCCCCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCCCC)CCCCCCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-4Cl-16,,,,24.2,0.862,0.748,15.6,"Y. Cui, H. Yao, L. Hong, T. Zhang, Y. Tang, B. Lin, K. Xian, B. Gao, C. An, P. Bi, W. Ma, J. Hou, Organic photovoltaic cell with 17% efficiency and superior processability, Natl. Sci. Rev. 7 (2020) 1239–1246. https://doi.org/10.1093/nsr/nwz200."
57,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=CC(C(F)(F)F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=CC(C(F)(F)F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTIC-CF3,-5.45,-3.96,1.3,25.19,0.85,0.7282,15.59,"H. Lai, Q. Zhao, Z. Chen, H. Chen, P. Chao, Y. Zhu, Y. Lang, N. Zhen, D. Mo, Y. Zhang, F. He, Trifluoromethylation Enables a 3D Interpenetrated Low-Band-Gap Acceptor for Efficient Organic Solar Cells, Joule. 4 (2020) 688–700. https://doi.org/10.1016/j.joule.2020.02.004."
58,CCCCCCC1=CC=C(C2=C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)SC3=C2SC2=C3N(CC(CC)CCCC)C3=C2C2=NSN=C2C2=C3N(CC(CC)CCCC)C3=C2SC2=C3SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2C2=CC=C(CCCCCC)C=C2)C=C1,BTP-PhC6,-5.58,-3.85,1.35,24.3,0.839,0.762,15.5,"G. Chai, Y. Chang, Z. Peng, Y. Jia, X. Zou, D. Yu, H. Yu, Y. Chen, P.C.Y. Chow, K.S. Wong, J. Zhang, H. Ade, L. Yang, C. Zhan, Enhanced hindrance from phenyl outer side chains on nonfullerene acceptor enables unprecedented simultaneous enhancement in organic solar cell performances with 16.7% efficiency, Nano Energy. 76 (2020) 105087. https://doi.org/10.1016/j.nanoen.2020.105087."
59,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,BTP-C9-N2F,-5.46,-3.96,1.32,24.4,0.89,0.723,15.5,"Y. Shi, J. Pan, J. Yu, J. Zhang, F. Gao, K. Lu, Z. Wei, Optimizing the Charge Carrier and Light Management of Nonfullerene Acceptors for Efficient Organic Solar Cells with Small Nonradiative Energy Losses, Sol. RRL. 5 (2021) 2100008. https://doi.org/10.1002/solr.202100008."
60,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,IT-4F,-5.66,-4.19,,21.2,0.92,0.785,15.3,"J. Wu, Q. Fan, M. Xiong, Q. Wang, K. Chen, H. Liu, M. Gao, L. Ye, X. Guo, J. Fang, Q. Guo, W. Su, Z. Ma, Z. Tang, E. Wang, H. Ade, M. Zhang, Carboxylate substituted pyrazine: A simple and low-cost building block for novel wide bandgap polymer donor enables 15.3% efficiency in organic solar cells, Nano Energy. 82 (2021) 105679. https://doi.org/10.1016/j.nanoen.2020.105679."
61,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=CC(Br)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(Br)C=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,ZB,-5.69,-4.14,1.36,26.38,0.9,0.6416,15.23,"M. Zhang, M. Zeng, L. Ye, S. Tan, B. Zhao, H.S. Ryu, H.Y. Woo, Y. Sun, Effects of monohalogenated terminal units of non-fullerene acceptors on molecular aggregation and photovoltaic performance, Sol. Energy. 208 (2020) 866–872. https://doi.org/10.1016/j.solener.2020.07.100."
62,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4SC(Br)=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4SC(Br)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTTPC-Br,-5.54,-3.88,1.66,24.71,0.86,0.71,15.22,"R. Qin, D. Wang, G. Zhou, Z.-P. Yu, S. Li, Y. Li, Z.-X. Liu, H. Zhu, M. Shi, X. Lu, C.-Z. Li, H. Chen, Tuning terminal aromatics of electron acceptors to achieve high-efficiency organic solar cells, J. Mater. Chem. A. 7 (2019) 27632–27639. https://doi.org/10.1039/C9TA11285E."
63,CCCCCCCCCCCC1=C(C=C2C(=O)C3=C(C2=O)C(Cl)=C(Cl)C(Cl)=C3Cl)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-S1,-5.55,-4.01,,22.39,0.934,0.7269,15.21,"S. Li, L. Zhan, Y. Jin, G. Zhou, T.-K. Lau, R. Qin, M. Shi, C.-Z. Li, H. Zhu, X. Lu, F. Zhang, H. Chen, Asymmetric Electron Acceptors for High-Efficiency and Low-Energy-Loss Organic Photovoltaics, Adv. Mater. 32 (2020) 2001160. https://doi.org/10.1002/adma.202001160."
64,CCCCC(CC)CC1=C(C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=C(C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C(C4=C(CC(CC)CCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,A4T-16,-5.67,-3.96,,21.8,0.876,0.798,15.2,"L. Ma, S. Zhang, J. Zhu, J. Wang, J. Ren, J. Zhang, J. Hou, Completely non-fused electron acceptor with 3D-interpenetrated crystalline structure enables efficient and stable organic solar cell, Nat. Commun. 12 (2021) 5093. https://doi.org/10.1038/s41467-021-25394-w."
65,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)SC2=C1C(CCCCCCCC)(CCCCCCCC)OC1=CC3=C(C=C12)C(CCCCCCCC)(CCCCCCCC)C1=C3C=C2OC(CCCCCCCC)(CCCCCCCC)C3=C(SC(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3CCCCCCCC)C2=C1,FOR-2F,-5.76,-3.76,1.55,21.25,0.969,0.7374,15.18,"S. Wu, L. Meng, Z. Zhang, M. Li, Y. Yang, J. Wang, H. Chen, C. Jiang, X. Wan, C. Li, Z. Yao, Y. Chen, Molecular optimization of incorporating pyran fused acceptor–donor–acceptor type acceptors enables over 15% efficiency in organic solar cells, J. Mater. Chem. C. 10 (2022) 1977–1983. https://doi.org/10.1039/D1TC05779K."
